ID,index,Category,State,Region,Date,Farm,Rep,Depth,GPS,% Sand,% Silt,% Clay,Texture,pET (mm/yr),precip (in/yr),1:1 Soil pH,Organic Matter LOI %,Bulk density (g/cm3),1:1 S Salts mmho/cm,Nitrate-N ppm N,Potassium ppm K,Sulfate-S ppm S,Calcium ppm Ca,Magnesium ppm Mg,Sodium ppm Na,CEC/Sum of Cations me/100g,%H Sat,%K Sat,%Ca Sat,%Mg Sat,%Na Sat,Mehlich P-III ppm P,2020_1:1 Soil pH,2020_1:1 S Salts mmho/cm,2020_Organic Matter LOI %,2020_Nitrate-N ppm N,2020_Potassium ppm K,2020_Sulfate-S ppm S,2020_Zinc ppm Zn,2020_Iron ppm Fe,2020_Manganese ppm Mn,2020_Copper ppm Cu,2020_Calcium ppm Ca,2020_Magnesium ppm Mg,2020_Sodium ppm Na,2020_CEC/Sum of Cations me/100g,2020_%H Sat,2020_%K Sat,2020_%Ca Sat,2020_%Mg Sat,2020_%Na Sat,2020_Mehlich P-III ppm P,2020_% Sand,2020_% Silt,2020_% Clay,2020_Texture,POXC (mg/kg soil),NAG (nmol/hr/g soil),BG (nmol/hr/g soil),C-min (ugCO2-C/g_soil/day),Total Biomass,Diversity Index,Bacteria %,Total Bacteria Biomass,Actinomycetes %,Actinomycetes Biomass,Gram (-) %,Gram (-) Biomass,Rhizobia %,Rhizobia Biomass,Total Fungi %,Total Fungi Biomass,Arbusular Mycorrhizal %,Arbuscular Mycorrhizal Biomass,Saprophytic %,Saprophytes Biomass,Protozoan %,Protozoa Biomass,Gram (+) Biomass,Gram (+) %,Undifferentiated %,Undifferentiated Biomass,Fungi:Bacteria,Predator:Prey,Gram(+):Gram(-),Sat:Unsat,Mono:Poly,Pre 16:1w7c:cy17:0,Pre 18:1w7c:cy19:0,2020_POXC (mg/kg soil),2020_NAG (nmol/hr/g soil),2020_BG (nmol/hr/g soil),2020_C-min (ugCO2-C/g_soil/day),2020_Bulk density (g/cm3),2020_Total Biomass,2020_Diversity Index,2020_Bacteria %,2020_Total Bacteria Biomass,2020_Actinomycetes %,2020_Actinomycetes Biomass,2020_Gram (-) %,2020_Gram (-) Biomass,2020_Rhizobia %,2020_Rhizobia Biomass,2020_Total Fungi %,2020_Total Fungi Biomass,2020_Arbusular Mycorrhizal %,2020_Arbuscular Mycorrhizal Biomass,2020_Saprophytic %,2020_Saprophytes Biomass,2020_Protozoan %,2020_Protozoa Biomass,2020_Gram (+) Biomass,2020_Gram (+) %,2020_Undifferentiated %,2020_Undifferentiated Biomass,2020_Fungi:Bacteria,2020_Predator:Prey,2020_Gram(+):Gram(-),2020_Sat:Unsat,2020_Mono:Poly,2020_Pre 16:1w7c:cy17:0,2020_Pre 18:1w7c:cy19:0,WetAgg_MWD (mm),2020_WetAgg_MWD (mm),DryAgg_MWD (mm),2022_DryAgg_MWD (mm),2020_DryAgg_MWD (mm),DryAgg_WEF (%),2022_DryAgg_WEF (%),2020_DryAgg_WEF (%),2022_PenRes_Adjusted PR_Mpa,Historical_Cover crops,Historical_Interseeding,Historical_Living mulch,Historical_Increase crop rotation diversity,Historical_Heritage varieties,Historical_Perennial cool season pasture,Historical_No till / strip till,Historical_Integrate livestock,Historical_Amendments,Historical_Reduce chem,FARMS_Cover crops,FARMS_Interseeding,FARMS_Living mulch,FARMS_Planting green,FARMS_Pasture cropping,FARMS_Relay cropping,FARMS_Increase crop rotation diversity,FARMS_Conserv. crop rot. (opportunistic cropping),FARMS_Heritage varieties,FARMS_Pollinator mix permanent,FARMS_Pollinator mix nonpermanent,FARMS_Integrate garden/produce in covers,FARMS_Perennial cool season pasture,FARMS_No till / strip till,FARMS_Annual forages,FARMS_Bale grazing,FARMS_Integrate livestock,FARMS_Management intensive grazing,FARMS_Amendments,FARMS_Reduce chem,FARMS_Roller crimper,FARMS_Additional testing,FARMS_SETs,conservation_tillage_passes,conventional_tillage_passes,chem_passes_per_year,2020_soil_cover_months,start_year_soil_cover,2019_soil_cover_months,2018_soil_cover_months,2020_living_root_months,start_year_living_roots,2019_living_root_months,2018_living_root_months,categories_of_crops,number_of_crops_in_rotation,amendments,what_amendments,use_neonics,integrate_livestock,residue_remaining,stock_density,grazing_species,5yr_cropping_history,totalfieldacres
TP12,139,Transitioning,NE,W,8/15/23,Most,2,5 to 15cm,41.0600238035331; -101.656933410148,45,33,22,Loam,1244.8528,19.02756,5.4,2.8,1.433103043,0.04,11,511,8,1614,217,6,16.7,33,8,48,11,0,77,6.2,0.12,2.5,5.2,546,12.5,1.08,44.9,31.3,0.81,1270,165,10,12.7,28,11,50,11,0,43,51,33,16,Loam,290.2632309,33.95077597,126.5047807,5.21,1433.61,1.444,41.46,594.33,11.47,164.47,10.87,155.87,0,0,9.28,133.09,2.14,30.73,7.14,102.36,0,0,438.46,30.58,49.26,706.19,0.2239,0,2.8129,3.2504,0,1.5159,0.4531,283.1499213,19.1022,37.2307,29.44581262,1.46,695.98,1.269,2.18,15.19,0.99,6.87,0.48,3.37,0,0,1.79,12.48,0,0,1.79,12.48,0,0,11.82,1.7,96.02,668.3,0.8218,0,3.5099,5.1645,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,12,2014,12,12,10,2018,7,7,Warm season grass;Cool season grass;Warm season broadleaf,0.7,Yes; on the whole field,cattle,Yes,Yes,11-49%,Average,1,2020 - Wheat. 2020 - Oats. 2019 - Soybeans. 2019 - Corn. 2018 - Wheat. 2018 - Corn. 2017 - Peas. 2017 - Corn. 2016 - Wheat. 2016 - Sunflowers. 2015 - Peas. 2015 - Corn. 2014 - Wheat. 2014 - Sunflowers. ,135
TP12,140,Transitioning,NE,W,8/15/23,Most,3,5 to 15cm,41.0562822632587; -101.654753387126,60,24,16,Sandy Loam,1244.8528,19.02756,6,2.1,1.515733446,0.04,10.2,483,10.4,1305,190,5,14.2,34,9,46,11,0,51,6.1,0.18,2.8,9.2,637,10.3,1.54,110,21.5,1.34,1744,252,9,15.9,21,10,55,13,0,58,45,33,22,Loam,212.4272945,27.2871419,88.20661599,55.74,1173.4,1.441,36.32,426.23,10.27,120.5,9.23,108.28,0,0,7.82,91.79,1.97,23.06,5.86,68.73,0,0,317.95,27.1,55.85,655.39,0.2153,0,2.9364,3.4131,14.0756,1.5026,0.4148,378.3063586,18.8144,45.9132,29.7180457,1.54,680.99,1.103,9.03,61.49,0.92,6.26,4.45,30.33,0,0,0.5,3.41,0,0,0.5,3.41,0,0,31.16,4.58,90.47,616.09,0.0554,0,1.0275,9.4713,30.9026,0,0,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,12,2014,12,12,10,2018,7,7,Warm season grass;Cool season grass;Warm season broadleaf,0.7,Yes; on the whole field,cattle,Yes,Yes,11-49%,Average,1,2020 - Wheat. 2020 - Oats. 2019 - Soybeans. 2019 - Corn. 2018 - Wheat. 2018 - Corn. 2017 - Peas. 2017 - Corn. 2016 - Wheat. 2016 - Sunflowers. 2015 - Peas. 2015 - Corn. 2014 - Wheat. 2014 - Sunflowers. ,135
TP12,141,Transitioning,NE,W,8/15/23,Most,4,5 to 15cm,41.0558915572315; -101.661441946359,51,33,16,Loam,1244.8528,19.02756,5.8,2.1,1.568392142,0.04,10,380,11.3,986,137,5,12.8,45,8,38,9,0,53,6.2,0.12,2.5,5.2,546,12.5,1.08,44.9,31.3,0.81,1270,165,10,12.7,28,11,50,11,0,43,51,33,16,Loam,189.2885476,19.57492298,43.63481265,-1.17,905.05,1.441,34.09,308.51,9.12,82.55,8.79,79.56,0,0,7.62,68.99,1.89,17.15,5.73,51.85,0,0,228.95,25.3,58.29,527.54,0.2236,0,2.8777,3.8441,9.4567,1.4409,0.3214,283.1499213,19.1022,37.2307,29.44581262,1.46,695.98,1.269,2.18,15.19,0.99,6.87,0.48,3.37,0,0,1.79,12.48,0,0,1.79,12.48,0,0,11.82,1.7,96.02,668.3,0.8218,0,3.5099,5.1645,0,0,1000,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,12,2014,12,12,10,2018,7,7,Warm season grass;Cool season grass;Warm season broadleaf,0.7,Yes; on the whole field,cattle,Yes,Yes,11-49%,Average,1,2020 - Wheat. 2020 - Oats. 2019 - Soybeans. 2019 - Corn. 2018 - Wheat. 2018 - Corn. 2017 - Peas. 2017 - Corn. 2016 - Wheat. 2016 - Sunflowers. 2015 - Peas. 2015 - Corn. 2014 - Wheat. 2014 - Sunflowers. ,135
TP16,238,Transitioning,KS,W,8/15/23,Young,1,0 to 5cm,38.63901; -101.95385,28,48,24,Loam,1406.8722,17.42934,8,2.9,1.345,0.14,14.7,687,16.3,4994,350,32,29.8,0,6,84,10,0,25,7.8,0.52,3,37.3,719,18.5,1.02,2.5,6,0.58,4807,361,29,29,0,6,83,10,0,17,28,48,24,Loam,648.65855,83.80713945,661.9683016,15.61,2354.45,1.477,58.49,1377.22,11.83,278.56,28.73,676.46,0,0,16.64,391.88,5.75,135.27,10.9,256.61,0,0,700.76,29.76,24.86,585.35,0.2845,0,1.0359,1.1288,58.6693,4.4665,2.94,482.0430866,21.3627,147.973,105.7399485,1.16,3930.08,1.093,67.7,2660.55,6.08,239,47.72,1875.5,0,0,7.82,307.25,1.65,65.03,6.16,242.22,0,0,785.04,19.98,24.49,962.29,0.1155,0,0.4186,5.9031,136.809,1000,1000,3.419322537,3.45,8.7,6.8,4.230976744,12.3,18,26.04651163,0.298382004,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,239,Transitioning,KS,W,8/15/23,Young,2,0 to 5cm,38.6358; -101.9546,28,50,22,Loam,1406.8722,17.42934,8,2.7,1.325,0.13,10.4,665,13.7,4250,368,38,26.2,0,7,80,12,1,16,7.7,0.51,2.8,32.8,748,22,1.86,4.5,6.1,0.45,2717,313,29,18.2,0,11,74,14,1,36,31,51,18,Silt Loam,579.5456957,92.42019507,813.5731203,11.39,2402.73,1.487,57.63,1384.68,12.41,298.22,26.21,629.71,0,0,15.5,372.5,5.61,134.81,9.89,237.69,0,0,754.97,31.42,26.87,645.55,0.269,0,1.1989,1.2902,49.689,4.0993,2.6602,609.0079405,94.0447,320.8497,105.1644066,1.32,3549.92,1.151,68.72,2439.51,6.57,233.15,46.87,1663.73,0,0,8.97,318.54,2.45,86.97,6.52,231.58,0,0,775.78,21.85,22.31,791.86,0.1306,0,0.4663,6.2924,76.9791,1000,294.971,3.00061132,3.81,8.9,6.1,4.078984199,12,17,30.47404063,0.189951788,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,240,Transitioning,KS,W,8/15/23,Young,3,0 to 5cm,38.63565; -101.95123,31,49,20,Loam,1406.8722,17.42934,8,2.7,0.955,0.13,11.4,746,14.5,4918,381,37,29.8,0,6,82,11,1,26,7.7,0.41,2.7,21.8,634,14,0.94,2.3,4.9,0.49,3644,312,25,22.6,0,7,81,12,0,9,28,50,22,Loam,555.0948399,47.44497507,472.550206,8.7,2355.06,1.493,57.96,1365.1,13.23,311.65,26.44,622.77,0,0,16.11,379.34,5.64,132.71,10.47,246.62,0,0,742.32,31.52,25.93,610.62,0.2779,0,1.192,1.2432,51.5427,4.1508,2.5226,535.0614969,70.1196,219.0017,113.2321499,1.1,3117.13,1.277,64.92,2023.61,8.89,277.01,41.28,1286.61,0,0,10.7,333.38,3.14,97.88,7.55,235.5,0.18,5.5,737,23.64,24.21,754.65,0.1647,0.0027,0.5728,7.5774,61.6121,5.8316,29.7212,2.862895092,2.99,8.7,6.9,5.226130536,11.9,15,19.11421911,0.243125598,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,241,Transitioning,KS,W,8/15/23,Young,4,0 to 5cm,38.63836; -101.95046,31,51,18,Silt Loam,1406.8722,17.42934,7.9,2.9,1.37,0.34,15.7,834,14.6,3534,405,43,23.4,0,9,76,14,1,39,7.7,0.51,2.8,32.8,748,22,1.86,4.5,6.1,0.45,2717,313,29,18.2,0,11,74,14,1,36,31,51,18,Silt Loam,721.798144,101.5098585,781.6831523,9.97,2623.77,1.491,56.49,1482.04,12.68,332.7,26.88,705.18,0,0,16.53,433.76,5.47,143.62,11.06,290.14,0,0,776.86,29.61,26.98,707.97,0.2927,0,1.1017,1.2318,0,4.1337,2.2978,609.0079405,94.0447,320.8497,105.1644066,1.32,3549.92,1.151,68.72,2439.51,6.57,233.15,46.87,1663.73,0,0,8.97,318.54,2.45,86.97,6.52,231.58,0,0,775.78,21.85,22.31,791.86,0.1306,0,0.4663,6.2924,76.9791,1000,294.971,4.285962568,3.81,8.5,6.3,4.078984199,16.2,20,30.47404063,0.218476696,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,242,Transitioning,KS,W,8/15/23,Young,1,5 to 15cm,38.63901; -101.95385,28,48,24,Loam,1406.8722,17.42934,8,2.9,1.415,0.14,14.7,687,16.3,4994,350,32,29.8,0,6,84,10,0,25,7.8,0.52,3,37.3,719,18.5,1.02,2.5,6,0.58,4807,361,29,29,0,6,83,10,0,17,28,48,24,Loam,251.0238,24.63165241,167.9127427,5.17,915.44,1.502,52.99,485.13,15.17,138.88,19.69,180.21,0,0,12.81,117.31,4.87,44.62,7.94,72.69,0,0,304.92,33.31,34.19,313,0.2418,0,1.692,1.7175,16.5359,3.3251,1.5362,353.1426212,56.2065,7.9689,81.22914114,1.205,770.58,1.171,57.84,445.67,10.7,82.42,21.09,162.55,0,0,2.58,19.91,0,0,2.58,19.91,0,0,283.12,36.74,39.58,305,0.0447,0,1.7417,5.3284,99.4751,0,1000,,,,,,,,,0.33032666,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,243,Transitioning,KS,W,8/15/23,Young,2,5 to 15cm,38.6358; -101.9546,28,50,22,Loam,1406.8722,17.42934,8,2.7,1.49,0.13,10.4,665,13.7,4250,368,38,26.2,0,7,80,12,1,16,7.7,0.51,2.8,32.8,748,22,1.86,4.5,6.1,0.45,2717,313,29,18.2,0,11,74,14,1,36,31,51,18,Silt Loam,256.9557995,22.37062009,168.1932069,5.64,1132.16,1.506,51.5,583.04,14.25,161.37,19.71,223.18,0,0,12.69,143.68,5.24,59.32,7.45,84.36,0,0,359.86,31.79,35.81,405.44,0.2464,0,1.6124,1.73,23.1568,3.3191,1.7152,424.6885793,193.98,40.2121,68.49608971,1.405,1881.81,0.911,17.41,327.63,2.19,41.24,10.68,200.94,0,0,0,0,0,0,0,0,0,0,126.69,6.73,82.59,1554.17,0,0,0.6305,0.8955,0,0,1000,,,,,,,,,0.262054198,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,244,Transitioning,KS,W,8/15/23,Young,3,5 to 15cm,38.63565; -101.95123,31,49,20,Loam,1406.8722,17.42934,8,2.7,1.47,0.13,11.4,746,14.5,4918,381,37,29.8,0,6,82,11,1,26,7.7,0.41,2.7,21.8,634,14,0.94,2.3,4.9,0.49,3644,312,25,22.6,0,7,81,12,0,9,28,50,22,Loam,252.7022791,41.13745808,283.3196363,3.91,1451.39,1.493,53.41,775.17,15.41,223.62,19.03,276.26,0,0,12.03,174.62,4.65,67.46,7.38,107.15,0,0,498.92,34.37,34.56,501.6,0.2253,0,1.806,1.8273,24.9188,3.3321,1.6366,399.4554176,134.8342,14.3576,60.01375401,1.37,2494.15,1.383,11.72,292.19,2.38,59.27,4.18,104.36,0,0,1.7,42.34,0.64,15.85,1.06,26.49,0,0,187.84,7.53,86.59,2159.61,0.1449,0,1.7999,5.0694,74.5031,0,1000,,,,,,,,,0.238848345,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP16,245,Transitioning,KS,W,8/15/23,Young,4,5 to 15cm,38.63836; -101.95046,31,51,18,Silt Loam,1406.8722,17.42934,7.9,2.9,1.385,0.34,15.7,834,14.6,3534,405,43,23.4,0,9,76,14,1,39,7.7,0.51,2.8,32.8,748,22,1.86,4.5,6.1,0.45,2717,313,29,18.2,0,11,74,14,1,36,31,51,18,Silt Loam,394.1001352,19.48402628,188.4488793,-0.02,1168.21,1.493,56.5,660.03,16.54,193.2,19.6,228.98,0,0,12.77,149.14,4.89,57.11,7.88,92.03,0,0,431.06,36.9,30.73,359.03,0.226,0,1.8825,1.8013,23.1825,3.5254,1.557,424.6885793,193.98,40.2121,68.49608971,1.405,1881.81,0.911,17.41,327.63,2.19,41.24,10.68,200.94,0,0,0,0,0,0,0,0,0,0,126.69,6.73,82.59,1554.17,0,0,0.6305,0.8955,0,0,1000,,,,,,,,,0.241557925,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,2018,12,12,11,2019,11,6,Warm season grass;Cool season grass;Cool season broadleaf;Cool season brassica; legumes,0.3,Yes; on the whole field,Own compost,Don't know,Yes,11-49%,Extremely high for my region,1,2016 Corn. 2017 Spring Oat mix; cereal rye. 2018 Corn. 2019 Summer mix; cereal rye. 2020- Platned corn; interseeded covers,120
TP20,28,Transitioning,NE,E,8/15/23,Doug G,1,0 to 5cm,"40.89258, -96.90381",22,49,29,Clay Loam,1089.2208,29.66349,6.6,4.5,1.233185254,0.15,0.7,421,7.3,1715,533,120,14.6,0,7,59,30,4,21,6.6,0.22,4.6,0.7,228,7.9,1.1,54.3,11.2,1.25,1326,529,126,12.2,0,5,54,36,4,6,22,49,29,Clay Loam,706.1933,130.6023834,398.6129391,144.39,3797.38,1.555,47.13,1789.79,9.03,342.81,18.27,693.93,0.33,12.51,20.95,795.39,4.6,174.59,16.35,620.8,0.37,14.17,1095.86,28.86,31.55,1198.04,0.4444,0.0079,1.5792,1.3448,4.8441,2.1358,1.0795,608.9980645,217.2161,418.0084,124.3897042,1.095,1053.38,1.448,63.61,670.05,11.53,121.43,23.37,246.16,0,0,14.09,148.39,7.19,75.75,6.9,72.64,0,0,423.89,40.24,22.3,234.94,0.2215,0,1.722,1.881,87.7432,0,1000,0.382151845,4.34,5.2,,2.961842105,17.8,,39.47368421,,1,0,0,0,0,0,1,1,0,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,1990,12,12,12,1990,12,12,Warm season grass;Cool season grass,0,Yes; on the whole field,2020 Dormant season graze,No,Yes,50% or more,High,1,Grassland,
TP20,29,Transitioning,NE,E,8/15/23,Doug G,2,0 to 5cm,"40.8926, -96.90355",18,49,33,Silty Clay Loam,1089.2208,29.66349,6.9,4.6,1.144900743,0.2,< 0.1,526,7,1956,578,77,16.3,0,8,60,30,2,17,6.2,0.17,3.8,1.4,318,8.2,0.95,55.8,14,1.02,1686,343,10,16.3,25,5,52,18,0,13,26,45,29,Clay Loam,1063.406215,135.5119989,409.7860086,255.21,2024.59,1.51,49.76,1007.52,8.93,180.72,21.92,443.71,0,0,21.55,436.35,5.63,113.89,15.93,322.46,0,0,563.81,27.85,28.68,580.72,0.4331,0,1.2707,1.2537,6.0935,2.1877,1.2077,644.3503745,176.3383,252.8844,156.7178346,1.015,4509,1.461,72.82,3283.57,12.88,580.71,32.37,1459.37,0,0,17.13,772.25,5.73,258.23,11.4,514.02,0.26,11.93,1824.2,40.46,9.79,441.25,0.2352,0.0036,1.25,11.9954,16.0455,1000,10.9952,1.791497271,4.71,6.2,,5.534770642,13.2,,7.339449541,,1,0,0,0,0,0,1,1,0,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,1990,12,12,12,1990,12,12,Warm season grass;Cool season grass,0,Yes; on the whole field,2020 Dormant season graze,No,Yes,50% or more,High,1,Grassland,
TP20,30,Transitioning,NE,E,8/15/23,Doug G,3,0 to 5cm,"40.89224, -96.90297",26,45,29,Clay Loam,1089.2208,29.66349,6.1,4.9,1.175464075,0.14,1.2,498,12.7,1857,401,12,19.3,28,7,48,17,0,34,6.4,0.19,4.7,0.5,229,5.3,1.45,71.1,12.3,1.3,1569,538,110,17.6,24,3,45,25,3,9,18,49,33,Silty Clay Loam,1124.223065,187.1931813,473.0223209,286.32,1734.16,1.485,56.66,982.65,10.81,187.41,24.68,427.94,0,0,16.94,293.76,5.03,87.19,11.91,206.57,0,0,554.71,31.99,26.4,457.75,0.299,0,1.2962,1.3565,13.1269,2.3177,1.2413,601.8069194,197.1607,347.5642,195.0096854,0.87,2185.86,1.505,64.46,1408.99,11.75,256.86,27.94,610.63,0,0,20.68,451.93,8.22,179.64,12.46,272.29,0,0,798.35,36.52,14.87,324.94,0.3208,0,1.3074,1.4983,15.6766,1000,12.4685,1.44288578,4.07,7.1,,4.162173913,15.7,,26.08695652,,1,0,0,0,0,0,1,1,0,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,1990,12,12,12,1990,12,12,Warm season grass;Cool season grass,0,Yes; on the whole field,2020 Dormant season graze,No,Yes,50% or more,High,1,Grassland,
TP20,31,Transitioning,NE,E,8/15/23,Doug G,4,0 to 5cm,"40.89244, -96.90288",26,45,29,Clay Loam,1089.2208,29.66349,6,4.4,1.290546153,0.1,< 0.1,327,11.2,1458,265,15,15.8,34,5,46,14,0,21,6.2,0.17,3.8,1.4,318,8.2,0.95,55.8,14,1.02,1686,343,10,16.3,25,5,52,18,0,13,26,45,29,Clay Loam,905.0178747,224.2637928,361.3503553,241.68,5074.25,1.522,46.49,2358.87,8.11,411.67,18.77,952.67,0,0,22.27,1130.25,4.73,239.84,17.55,890.41,0.37,18.6,1406.2,27.71,30.87,1566.54,0.4792,0.0079,1.4761,1.2069,4.206,2.033,1.2637,644.3503745,176.3383,252.8844,156.7178346,1.015,4509,1.461,72.82,3283.57,12.88,580.71,32.37,1459.37,0,0,17.13,772.25,5.73,258.23,11.4,514.02,0.26,11.93,1824.2,40.46,9.79,441.25,0.2352,0.0036,1.25,11.9954,16.0455,1000,10.9952,1.656958652,4.71,4.9,,5.534770642,30.1,,7.339449541,,1,0,0,0,0,0,1,1,0,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,1990,12,12,12,1990,12,12,Warm season grass;Cool season grass,0,Yes; on the whole field,2020 Dormant season graze,No,Yes,50% or more,High,1,Grassland,
TP20,32,Transitioning,NE,E,8/15/23,Doug G,1,5 to 15cm,"40.89258, -96.90381",22,49,29,Clay Loam,1089.2208,29.66349,6.6,4.5,1.501083205,0.15,0.7,421,7.3,1715,533,120,14.6,0,7,59,30,4,21,6.6,0.22,4.6,0.7,228,7.9,1.1,54.3,11.2,1.25,1326,529,126,12.2,0,5,54,36,4,6,22,49,29,Clay Loam,410.478,112.6483868,244.0649992,10.9,1868.14,1.514,46.39,866.63,11.02,205.85,12.08,225.71,0,0,22.02,411.32,3.6,67.31,18.41,344.01,0.64,11.87,640.92,34.31,30.96,578.32,0.4746,0.0137,2.8396,1.5471,4.44,2.0898,0.6343,491.9560482,137.3532,149.6728,82.53539056,1.29,2878.28,1.429,25,719.68,4.04,116.2,10.99,316.38,0,0,5.36,154.14,2.36,67.9,3,86.24,0,0,403.29,14.01,69.64,2004.48,0.2142,0,1.2747,1.3069,104.507,0,1000,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,1990,12,12,12,1990,12,12,Warm season grass;Cool season grass,0,Yes; on the whole field,2020 Dormant season graze,No,Yes,50% or more,High,1,Grassland,
